% Altitude (m),CG location (cm),Mach number
83315,424.37,3.0668
83322,424.37,3.0667
83329,424.37,3.0665
83336,424.37,3.0663
83343,424.37,3.0661
83350,424.37,3.0659
83357,424.37,3.0658
83364,424.37,3.0656
83371,424.37,3.0654
83378,424.37,3.0652
83385,424.37,3.065
83392,424.37,3.0648
83399,424.37,3.0647
83406,424.37,3.0645
83413,424.37,3.0643
83420,424.37,3.0641
83427,424.37,3.0639
83434,424.37,3.0637
83441,424.37,3.0635
83448,424.37,3.0633
83455,424.37,3.0632
83462,424.37,3.063
83469,424.37,3.0628
83476,424.37,3.0626
83483,424.37,3.0624
83490,424.37,3.0622
83498,424.37,3.062
83505,424.37,3.0618
83512,424.37,3.0617
83519,424.37,3.0615
83526,424.37,3.0613
83533,424.37,3.0611
83540,424.37,3.0609
83547,424.37,3.0607
83554,424.37,3.0606
83561,424.37,3.0604
83568,424.37,3.0602
83574,424.37,3.06
83581,424.37,3.0598
83588,424.37,3.0596
83595,424.37,3.0594
83602,424.37,3.0593
83609,424.37,3.0591
83616,424.37,3.0589
83623,424.37,3.0587
83630,424.37,3.0585
83637,424.37,3.0584
83644,424.37,3.0582
83651,424.37,3.058
83658,424.37,3.0578
83665,424.37,3.0576
83672,424.37,3.0575
83679,424.37,3.0573
83686,424.37,3.0571
83693,424.37,3.0569
83700,424.37,3.0567
83707,424.37,3.0565
83714,424.37,3.0564
83721,424.37,3.0562
83728,424.37,3.056
83735,424.37,3.0558
83742,424.37,3.0556
83749,424.37,3.0554
83756,424.37,3.0552
83763,424.37,3.055
83770,424.37,3.0549
83777,424.37,3.0547
83784,424.37,3.0545
83791,424.37,3.0543
83798,424.37,3.0541
83805,424.37,3.0539
83812,424.37,3.0537
83819,424.37,3.0535
83826,424.37,3.0534
83833,424.37,3.0532
83840,424.37,3.053
83847,424.37,3.0528
83854,424.37,3.0526
83861,424.37,3.0524
83868,424.37,3.0522
83875,424.37,3.052
83882,424.37,3.0519
83889,424.37,3.0517
83896,424.37,3.0515
83903,424.37,3.0513
83910,424.37,3.0511
83917,424.37,3.0509
83924,424.37,3.0507
83930,424.37,3.0506
83937,424.37,3.0504
83944,424.37,3.0502
83951,424.37,3.05
83958,424.37,3.0498
83965,424.37,3.0496
83972,424.37,3.0494
83979,424.37,3.0492
83986,424.37,3.0491
83993,424.37,3.0489
84000,424.37,3.0487
84007,424.37,3.0485
84014,424.37,3.0483
84021,424.37,3.0481
84028,424.37,3.048
84035,424.37,3.0478
84042,424.37,3.0476
84049,424.37,3.0474
84056,424.37,3.0472
84063,424.37,3.047
84070,424.37,3.0468
84077,424.37,3.0467
84084,424.37,3.0465
84090,424.37,3.0463
84097,424.37,3.0461
84104,424.37,3.0459
84111,424.37,3.0457
84118,424.37,3.0456
84125,424.37,3.0454
84132,424.37,3.0452
84139,424.37,3.045
84146,424.37,3.0448
84153,424.37,3.0446
84160,424.37,3.0444
84167,424.37,3.0443
84174,424.37,3.0441
84181,424.37,3.0439
84188,424.37,3.0437
84195,424.37,3.0435
84202,424.37,3.0433
84209,424.37,3.0431
84215,424.37,3.0429
84222,424.37,3.0427
84229,424.37,3.0426
84236,424.37,3.0424
84243,424.37,3.0422
84250,424.37,3.042
84257,424.37,3.0418
84264,424.37,3.0416
84271,424.37,3.0415
84278,424.37,3.0413
84285,424.37,3.0411
84292,424.37,3.0409
84299,424.37,3.0407
84306,424.37,3.0405
84313,424.37,3.0403
84319,424.37,3.0401
84326,424.37,3.04
84333,424.37,3.0398
84340,424.37,3.0396
84347,424.37,3.0394
84354,424.37,3.0392
84361,424.37,3.039
84368,424.37,3.0388
84375,424.37,3.0387
84382,424.37,3.0385
84389,424.37,3.0383
84396,424.37,3.0381
84403,424.37,3.0379
84409,424.37,3.0377
84416,424.37,3.0376
84423,424.37,3.0374
84430,424.37,3.0372
84437,424.37,3.037
84444,424.37,3.0368
84451,424.37,3.0366
84458,424.37,3.0364
84465,424.37,3.0362
84472,424.37,3.0361
84479,424.37,3.0359
84486,424.37,3.0357
84492,424.37,3.0355
84499,424.37,3.0353
84506,424.37,3.035
84513,424.37,3.0348
84520,424.37,3.0345
84527,424.37,3.0342
84534,424.37,3.0339
84541,424.37,3.0337
84548,424.37,3.0334
84555,424.37,3.0331
84562,424.37,3.0328
84568,424.37,3.0326
84575,424.37,3.0323
84582,424.37,3.032
84589,424.37,3.0317
84596,424.37,3.0315
84603,424.37,3.0312
84610,424.37,3.0309
84617,424.37,3.0306
84624,424.37,3.0303
84631,424.37,3.0301
84637,424.37,3.0298
84644,424.37,3.0295
84651,424.37,3.0292
84658,424.37,3.0289
84665,424.37,3.0287
84672,424.37,3.0284
84679,424.37,3.0281
84686,424.37,3.0278
84693,424.37,3.0276
84700,424.37,3.0273
84706,424.37,3.027
84713,424.37,3.0267
84720,424.37,3.0264
84727,424.37,3.0262
84734,424.37,3.0259
84741,424.37,3.0256
84748,424.37,3.0253
84755,424.37,3.025
84762,424.37,3.0248
84768,424.37,3.0245
84775,424.37,3.0242
84782,424.37,3.0239
84789,424.37,3.0236
84796,424.37,3.0234
84803,424.37,3.0231
84810,424.37,3.0228
84817,424.37,3.0225
84824,424.37,3.0222
84830,424.37,3.022
84837,424.37,3.0217
84844,424.37,3.0214
84851,424.37,3.0211
84858,424.37,3.0209
84865,424.37,3.0206
84872,424.37,3.0203
84879,424.37,3.02
84885,424.37,3.0197
84892,424.37,3.0195
84899,424.37,3.0192
84906,424.37,3.0189
84913,424.37,3.0186
84920,424.37,3.0184
84927,424.37,3.0181
84934,424.37,3.0178
84940,424.37,3.0175
84947,424.37,3.0173
84954,424.37,3.017
84961,424.37,3.0167
84968,424.37,3.0164
84975,424.37,3.0161
84982,424.37,3.0159
84988,424.37,3.0156
84995,424.37,3.0153
85002,424.37,3.015
85009,424.37,3.0148
85016,424.37,3.0145
85023,424.37,3.0142
85030,424.37,3.0139
85037,424.37,3.0136
85043,424.37,3.0133
85050,424.37,3.0131
85057,424.37,3.0128
85064,424.37,3.0125
85071,424.37,3.0122
85078,424.37,3.012
85085,424.37,3.0117
85091,424.37,3.0114
85098,424.37,3.0111
85105,424.37,3.0109
85112,424.37,3.0106
85119,424.37,3.0103
85126,424.37,3.01
85133,424.37,3.0097
85139,424.37,3.0095
85146,424.37,3.0092
85153,424.37,3.0089
85160,424.37,3.0086
85167,424.37,3.0084
85174,424.37,3.0081
85181,424.37,3.0078
85187,424.37,3.0075
85194,424.37,3.0072
85201,424.37,3.007
85208,424.37,3.0067
85215,424.37,3.0064
85222,424.37,3.0061
85228,424.37,3.0059
85235,424.37,3.0056
85242,424.37,3.0053
85249,424.37,3.005
85256,424.37,3.0047
85263,424.37,3.0045
85269,424.37,3.0042
85276,424.37,3.0039
85283,424.37,3.0036
85290,424.37,3.0033
85297,424.37,3.0031
85304,424.37,3.0028
85311,424.37,3.0025
85317,424.37,3.0022
85324,424.37,3.002
85331,424.37,3.0017
85338,424.37,3.0014
85345,424.37,3.0011
85352,424.37,3.0008
85358,424.37,3.0006
85365,424.37,3.0003
85372,424.37,3
85379,424.37,2.9997
85386,424.37,2.9994
85393,424.37,2.9992
85399,424.37,2.9989
85406,424.37,2.9986
85413,424.37,2.9983
85420,424.37,2.9981
85427,424.37,2.9978
85433,424.37,2.9975
85440,424.37,2.9972
85447,424.37,2.997
85454,424.37,2.9967
85461,424.37,2.9964
85468,424.37,2.9961
85474,424.37,2.9958
85481,424.37,2.9956
85488,424.37,2.9953
85495,424.37,2.995
85502,424.37,2.9947
85509,424.37,2.9945
85515,424.37,2.9942
85522,424.37,2.9939
85529,424.37,2.9936
85536,424.37,2.9933
85543,424.37,2.9931
85549,424.37,2.9928
85556,424.37,2.9925
85563,424.37,2.9922
85570,424.37,2.9919
85577,424.37,2.9917
85584,424.37,2.9914
85590,424.37,2.9911
85597,424.37,2.9908
85604,424.37,2.9905
85611,424.37,2.9902
85618,424.37,2.99
85624,424.37,2.9897
85631,424.37,2.9894
85638,424.37,2.9891
85645,424.37,2.9889
85652,424.37,2.9886
85658,424.37,2.9883
85665,424.37,2.988
85672,424.37,2.9877
85679,424.37,2.9875
85686,424.37,2.9872
85692,424.37,2.9869
85699,424.37,2.9866
85706,424.37,2.9863
85713,424.37,2.9861
85720,424.37,2.9858
85726,424.37,2.9855
85733,424.37,2.9852
85740,424.37,2.985
85747,424.37,2.9847
85754,424.37,2.9844
85760,424.37,2.9841
85767,424.37,2.9839
85774,424.37,2.9836
85781,424.37,2.9833
85788,424.37,2.983
85794,424.37,2.9828
85801,424.37,2.9825
85808,424.37,2.9822
85815,424.37,2.9819
85822,424.37,2.9817
85828,424.37,2.9814
85835,424.37,2.9811
85842,424.37,2.9808
85849,424.37,2.9805
85855,424.37,2.9803
85862,424.37,2.98
85869,424.37,2.9797
85876,424.37,2.9794
85883,424.37,2.9792
85889,424.37,2.9789
85896,424.37,2.9786
85903,424.37,2.9783
85910,424.37,2.978
85917,424.37,2.9778
85923,424.37,2.9775
85930,424.37,2.9772
85937,424.37,2.9769
85944,424.37,2.9766
85950,424.37,2.9764
85957,424.37,2.9761
85964,424.37,2.9758
85971,424.37,2.9755
85978,424.37,2.9752
85984,424.37,2.975
85991,424.37,2.9747
85998,424.37,2.9744
86005,424.37,2.9741
86011,424.37,2.9738
86018,424.37,2.9736
86025,424.37,2.9733
86032,424.37,2.973
86038,424.37,2.9727
86045,424.37,2.9724
86052,424.37,2.9722
86059,424.37,2.9719
86066,424.37,2.9716
86072,424.37,2.9713
86079,424.37,2.971
86086,424.37,2.9708
86093,424.37,2.9705
86099,424.37,2.9702
86106,424.37,2.9699
86113,424.37,2.9697
86120,424.37,2.9694
86126,424.37,2.9691
86133,424.37,2.9688
86140,424.37,2.9686
86147,424.37,2.9683
86153,424.37,2.968
86160,424.37,2.9677
86167,424.37,2.9674
86174,424.37,2.9672
86180,424.37,2.9669
86187,424.37,2.9666
86194,424.37,2.9663
86201,424.37,2.9661
86207,424.37,2.9658
86214,424.37,2.9655
86221,424.37,2.9652
86228,424.37,2.9649
86234,424.37,2.9647
86241,424.37,2.9644
86248,424.37,2.9641
86255,424.37,2.9638
86261,424.37,2.9635
86268,424.37,2.9633
86275,424.37,2.963
86282,424.37,2.9627
86288,424.37,2.9624
86295,424.37,2.9621
86302,424.37,2.9619
86309,424.37,2.9616
86315,424.37,2.9613
86322,424.37,2.961
86329,424.37,2.9607
86336,424.37,2.9605
86342,424.37,2.9602
86349,424.37,2.9599
86356,424.37,2.9596
86363,424.37,2.9593
86369,424.37,2.9591
86376,424.37,2.9588
86383,424.37,2.9585
86390,424.37,2.9582
86396,424.37,2.958
86403,424.37,2.9577
86410,424.37,2.9574
86417,424.37,2.9571
86423,424.37,2.9569
86430,424.37,2.9566
86437,424.37,2.9563
86443,424.37,2.956
86450,424.37,2.9558
86457,424.37,2.9555
86464,424.37,2.9552
86470,424.37,2.9549
86477,424.37,2.9546
86484,424.37,2.9544
86491,424.37,2.9541
86497,424.37,2.9538
86504,424.37,2.9535
86511,424.37,2.9532
86517,424.37,2.953
86524,424.37,2.9527
86531,424.37,2.9524
86538,424.37,2.9521
86544,424.37,2.9518
86551,424.37,2.9516
86558,424.37,2.9513
86565,424.37,2.951
86571,424.37,2.9507
86578,424.37,2.9504
86585,424.37,2.9502
86591,424.37,2.9499
86598,424.37,2.9496
86605,424.37,2.9493
86612,424.37,2.9491
86618,424.37,2.9488
86625,424.37,2.9485
86632,424.37,2.9482
86638,424.37,2.9479
86645,424.37,2.9477
86652,424.37,2.9474
86659,424.37,2.9471
86665,424.37,2.9468
86672,424.37,2.9466
86679,424.37,2.9463
86685,424.37,2.946
86692,424.37,2.9457
86699,424.37,2.9454
86705,424.37,2.9452
86712,424.37,2.9449
86719,424.37,2.9446
86726,424.37,2.9443
86732,424.37,2.9441
86739,424.37,2.9438
86746,424.37,2.9435
86752,424.37,2.9432
86759,424.37,2.9429
86766,424.37,2.9427
86773,424.37,2.9424
86779,424.37,2.9421
86786,424.37,2.9418
86793,424.37,2.9415
86799,424.37,2.9413
86806,424.37,2.941
86813,424.37,2.9407
86819,424.37,2.9404
86826,424.37,2.9401
86833,424.37,2.9399
86839,424.37,2.9396
86846,424.37,2.9393
86853,424.37,2.939
86860,424.37,2.9387
86866,424.37,2.9385
86873,424.37,2.9382
86880,424.37,2.9379
86886,424.37,2.9376
86893,424.37,2.9374
86900,424.37,2.9371
86906,424.37,2.9368
86913,424.37,2.9365
86920,424.37,2.9362
86926,424.37,2.9359
86933,424.37,2.9357
86940,424.37,2.9354
86947,424.37,2.9351
86953,424.37,2.9348
86960,424.37,2.9346
86967,424.37,2.9343
86973,424.37,2.934
86980,424.37,2.9337
86987,424.37,2.9335
86993,424.37,2.9332
87000,424.37,2.9329
87007,424.37,2.9326
87013,424.37,2.9323
87020,424.37,2.9321
87027,424.37,2.9318
87033,424.37,2.9315
87040,424.37,2.9312
87047,424.37,2.931
87053,424.37,2.9307
87060,424.37,2.9304
87067,424.37,2.9301
87073,424.37,2.9298
87080,424.37,2.9296
87087,424.37,2.9293
87093,424.37,2.929
87100,424.37,2.9287
87107,424.37,2.9284
87113,424.37,2.9282
87120,424.37,2.9279
87127,424.37,2.9276
87133,424.37,2.9273
87140,424.37,2.927
87147,424.37,2.9268
87153,424.37,2.9265
87160,424.37,2.9262
87167,424.37,2.9259
87173,424.37,2.9256
87180,424.37,2.9254
87187,424.37,2.9251
87193,424.37,2.9248
87200,424.37,2.9245
87207,424.37,2.9243
87213,424.37,2.924
87220,424.37,2.9237
87227,424.37,2.9234
87233,424.37,2.9231
87240,424.37,2.9229
87247,424.37,2.9226
87253,424.37,2.9223
87260,424.37,2.922
87267,424.37,2.9217
87273,424.37,2.9215
87280,424.37,2.9212
87287,424.37,2.9209
87293,424.37,2.9206
87300,424.37,2.9204
87306,424.37,2.9201
87313,424.37,2.9198
87320,424.37,2.9195
87326,424.37,2.9192
87333,424.37,2.919
87340,424.37,2.9187
87346,424.37,2.9184
87353,424.37,2.9181
87360,424.37,2.9179
87366,424.37,2.9176
87373,424.37,2.9173
87380,424.37,2.917
87386,424.37,2.9167
87393,424.37,2.9165
87400,424.37,2.9162
87406,424.37,2.9159
87413,424.37,2.9157
87419,424.37,2.9154
87426,424.37,2.9151
87433,424.37,2.9148
87439,424.37,2.9146
87446,424.37,2.9143
87453,424.37,2.914
87459,424.37,2.9137
87466,424.37,2.9134
87473,424.37,2.9132
87479,424.37,2.9129
87486,424.37,2.9126
87492,424.37,2.9123
87499,424.37,2.9121
87506,424.37,2.9118
87512,424.37,2.9115
87519,424.37,2.9112
87526,424.37,2.911
87532,424.37,2.9107
87539,424.37,2.9104
87545,424.37,2.9101
87552,424.37,2.9098
87559,424.37,2.9096
87565,424.37,2.9093
87572,424.37,2.909
87579,424.37,2.9087
87585,424.37,2.9084
87592,424.37,2.9082
87598,424.37,2.9079
87605,424.37,2.9076
87612,424.37,2.9073
87618,424.37,2.9071
87625,424.37,2.9068
87632,424.37,2.9065
87638,424.37,2.9062
87645,424.37,2.9059
87651,424.37,2.9057
87658,424.37,2.9054
87665,424.37,2.9051
87671,424.37,2.9048
87678,424.37,2.9045
87684,424.37,2.9043
87691,424.37,2.904
87698,424.37,2.9037
87704,424.37,2.9034
87711,424.37,2.9031
87718,424.37,2.9029
87724,424.37,2.9026
87731,424.37,2.9023
87737,424.37,2.902
87744,424.37,2.9018
87751,424.37,2.9015
87757,424.37,2.9012
87764,424.37,2.9009
87770,424.37,2.9007
87777,424.37,2.9004
87784,424.37,2.9001
87790,424.37,2.8998
87797,424.37,2.8996
87803,424.37,2.8993
87810,424.37,2.899
87817,424.37,2.8987
87823,424.37,2.8985
87830,424.37,2.8982
87836,424.37,2.8979
87843,424.37,2.8976
87850,424.37,2.8973
87856,424.37,2.8971
87863,424.37,2.8968
87869,424.37,2.8965
87876,424.37,2.8962
87883,424.37,2.896
87889,424.37,2.8957
87896,424.37,2.8954
87902,424.37,2.8951
87909,424.37,2.8949
87916,424.37,2.8946
87922,424.37,2.8943
87929,424.37,2.894
87935,424.37,2.8937
87942,424.37,2.8934
87948,424.37,2.8932
87955,424.37,2.8929
87962,424.37,2.8926
87968,424.37,2.8923
87975,424.37,2.892
87981,424.37,2.8918
87988,424.37,2.8915
87995,424.37,2.8912
88001,424.37,2.8909
88008,424.37,2.8907
88014,424.37,2.8904
88021,424.37,2.8901
88028,424.37,2.8898
88034,424.37,2.8895
88041,424.37,2.8893
88047,424.37,2.889
88054,424.37,2.8887
88060,424.37,2.8884
88067,424.37,2.8882
88074,424.37,2.8879
88080,424.37,2.8876
88087,424.37,2.8873
88093,424.37,2.887
88100,424.37,2.8868
88106,424.37,2.8865
88113,424.37,2.8862
88120,424.37,2.8859
88126,424.37,2.8857
88133,424.37,2.8854
88139,424.37,2.8851
88146,424.37,2.8848
88152,424.37,2.8845
88159,424.37,2.8843
88166,424.37,2.884
88172,424.37,2.8837
88179,424.37,2.8834
88185,424.37,2.8832
88192,424.37,2.8829
88198,424.37,2.8826
88205,424.37,2.8823
88212,424.37,2.8821
88218,424.37,2.8818
88225,424.37,2.8815
88231,424.37,2.8812
88238,424.37,2.8809
88244,424.37,2.8807
88251,424.37,2.8804
88257,424.37,2.8801
88264,424.37,2.8798
88271,424.37,2.8795
88277,424.37,2.8793
88284,424.37,2.879
88290,424.37,2.8787
88297,424.37,2.8784
88303,424.37,2.8782
88310,424.37,2.8779
88316,424.37,2.8776
88323,424.37,2.8773
88330,424.37,2.877
88336,424.37,2.8768
88343,424.37,2.8765
88349,424.37,2.8762
88356,424.37,2.8759
88362,424.37,2.8757
88369,424.37,2.8754
88375,424.37,2.8751
88382,424.37,2.8748
88388,424.37,2.8745
88395,424.37,2.8743
88402,424.37,2.874
88408,424.37,2.8737
88415,424.37,2.8734
88421,424.37,2.8732
88428,424.37,2.8729
88434,424.37,2.8726
88441,424.37,2.8723
88447,424.37,2.8721
88454,424.37,2.8718
88460,424.37,2.8715
88467,424.37,2.8712
88473,424.37,2.871
88480,424.37,2.8707
88487,424.37,2.8704
88493,424.37,2.8701
88500,424.37,2.8698
88506,424.37,2.8695
88513,424.37,2.8693
88519,424.37,2.869
88526,424.37,2.8687
88532,424.37,2.8684
88539,424.37,2.8681
88545,424.37,2.8679
88552,424.37,2.8676
88558,424.37,2.8673
88565,424.37,2.867
88571,424.37,2.8668
88578,424.37,2.8665
88585,424.37,2.8662
88591,424.37,2.8659
88598,424.37,2.8657
88604,424.37,2.8654
88611,424.37,2.8651
88617,424.37,2.8648
88624,424.37,2.8645
88630,424.37,2.8643
88637,424.37,2.864
88643,424.37,2.8637
88650,424.37,2.8634
88656,424.37,2.8631
88663,424.37,2.8629
88669,424.37,2.8626
88676,424.37,2.8623
88682,424.37,2.862
88689,424.37,2.8618
88695,424.37,2.8615
88702,424.37,2.8612
88708,424.37,2.8609
88715,424.37,2.8606
88721,424.37,2.8604
88728,424.37,2.8601
88734,424.37,2.8598
88741,424.37,2.8595
88748,424.37,2.8593
88754,424.37,2.859
88761,424.37,2.8587
88767,424.37,2.8584
88774,424.37,2.8581
88780,424.37,2.8579
88787,424.37,2.8576
88793,424.37,2.8573
88800,424.37,2.857
88806,424.37,2.8568
88813,424.37,2.8565
88819,424.37,2.8562
88826,424.37,2.8559
88832,424.37,2.8557
88839,424.37,2.8554
88845,424.37,2.8551
88852,424.37,2.8548
88858,424.37,2.8545
88865,424.37,2.8543
88871,424.37,2.854
88878,424.37,2.8537
88884,424.37,2.8534
88891,424.37,2.8532
88897,424.37,2.8529
88904,424.37,2.8526
88910,424.37,2.8523
88917,424.37,2.8521
88923,424.37,2.8518
88930,424.37,2.8515
88936,424.37,2.8512
88943,424.37,2.851
88949,424.37,2.8507
88956,424.37,2.8504
88962,424.37,2.8501
88968,424.37,2.8498
88975,424.37,2.8495
88981,424.37,2.8493
88988,424.37,2.849
88994,424.37,2.8487
89001,424.37,2.8484
89007,424.37,2.8481
89014,424.37,2.8479
89020,424.37,2.8476
89027,424.37,2.8473
89033,424.37,2.847
89040,424.37,2.8468
89046,424.37,2.8465
89053,424.37,2.8462
89059,424.37,2.8459
89066,424.37,2.8457
89072,424.37,2.8454
89079,424.37,2.8451
89085,424.37,2.8448
89092,424.37,2.8445
89098,424.37,2.8443
89105,424.37,2.844
89111,424.37,2.8437
89118,424.37,2.8434
89124,424.37,2.8432
89131,424.37,2.8429
89137,424.37,2.8426
89143,424.37,2.8423
89150,424.37,2.8421
89156,424.37,2.8418
89163,424.37,2.8415
89169,424.37,2.8412
89176,424.37,2.8409
89182,424.37,2.8406
89189,424.37,2.8403
89195,424.37,2.8401
89202,424.37,2.8398
89208,424.37,2.8395
89215,424.37,2.8392
89221,424.37,2.8389
89228,424.37,2.8387
89234,424.37,2.8384
89240,424.37,2.8381
89247,424.37,2.8378
89253,424.37,2.8376
89260,424.37,2.8373
89266,424.37,2.837
89273,424.37,2.8367
89279,424.37,2.8364
89286,424.37,2.8362
89292,424.37,2.8359
89299,424.37,2.8356
89305,424.37,2.8353
89312,424.37,2.835
89318,424.37,2.8348
89324,424.37,2.8345
89331,424.37,2.8342
89337,424.37,2.8339
89344,424.37,2.8336
89350,424.37,2.8333
89357,424.37,2.8331
89363,424.37,2.8328
89370,424.37,2.8325
89376,424.37,2.8322
89383,424.37,2.832
89389,424.37,2.8317
89395,424.37,2.8314
89402,424.37,2.8311
89408,424.37,2.8309
89415,424.37,2.8306
89421,424.37,2.8303
89428,424.37,2.83
89434,424.37,2.8297
89441,424.37,2.8295
89447,424.37,2.8292
89453,424.37,2.8289
89460,424.37,2.8286
89466,424.37,2.8284
89473,424.37,2.8281
89479,424.37,2.8278
89486,424.37,2.8275
89492,424.37,2.8272
89498,424.37,2.827
89505,424.37,2.8267
89511,424.37,2.8264
89518,424.37,2.8261
89524,424.37,2.8259
89531,424.37,2.8256
89537,424.37,2.8253
89544,424.37,2.825
89550,424.37,2.8248
89556,424.37,2.8245
89563,424.37,2.8242
89569,424.37,2.8239
89576,424.37,2.8236
89582,424.37,2.8234
89589,424.37,2.8231
89595,424.37,2.8228
89601,424.37,2.8225
89608,424.37,2.8223
89614,424.37,2.822
89621,424.37,2.8217
89627,424.37,2.8214
89634,424.37,2.8212
89640,424.37,2.8209
89646,424.37,2.8206
89653,424.37,2.8203
89659,424.37,2.8201
89666,424.37,2.8198
89672,424.37,2.8195
89678,424.37,2.8192
89685,424.37,2.8189
89691,424.37,2.8187
89698,424.37,2.8184
89704,424.37,2.8181
89711,424.37,2.8178
89717,424.37,2.8176
89723,424.37,2.8173
89730,424.37,2.817
89736,424.37,2.8167
89743,424.37,2.8165
89749,424.37,2.8162
89755,424.37,2.8159
89762,424.37,2.8156
89768,424.37,2.8153
89775,424.37,2.815
89781,424.37,2.8148
89788,424.37,2.8145
89794,424.37,2.8142
89800,424.37,2.8139
89807,424.37,2.8137
89813,424.37,2.8134
89820,424.37,2.8131
89826,424.37,2.8128
89832,424.37,2.8126
89839,424.37,2.8123
89845,424.37,2.812
89852,424.37,2.8117
89858,424.37,2.8114
89864,424.37,2.8112
89871,424.37,2.8109
89877,424.37,2.8106
89884,424.37,2.8103
89890,424.37,2.8101
89896,424.37,2.8098
89903,424.37,2.8095
89909,424.37,2.8092
89916,424.37,2.809
89922,424.37,2.8087
89928,424.37,2.8084
89935,424.37,2.8081
89941,424.37,2.8079
89948,424.37,2.8076
89954,424.37,2.8073
89960,424.37,2.807
89967,424.37,2.8067
89973,424.37,2.8064
89979,424.37,2.8062
89986,424.37,2.8059
89992,424.37,2.8056
89999,424.37,2.8053
90005,424.37,2.805
90011,424.37,2.8047
90018,424.37,2.8045
90024,424.37,2.8042
90031,424.37,2.8039
90037,424.37,2.8036
90043,424.37,2.8034
90050,424.37,2.8031
90056,424.37,2.8028
90062,424.37,2.8025
90069,424.37,2.8023
90075,424.37,2.802
90082,424.37,2.8017
90088,424.37,2.8015
90094,424.37,2.8012
90101,424.37,2.8009
90107,424.37,2.8006
90114,424.37,2.8003
90120,424.37,2.8001
90126,424.37,2.7998
90133,424.37,2.7995
90139,424.37,2.7992
90145,424.37,2.799
90152,424.37,2.7987
90158,424.37,2.7984
90165,424.37,2.7981
90171,424.37,2.7979
90177,424.37,2.7976
90184,424.37,2.7973
90190,424.37,2.797
90196,424.37,2.7967
90203,424.37,2.7965
90209,424.37,2.7962
90215,424.37,2.7959
90222,424.37,2.7956
90228,424.37,2.7953
90235,424.37,2.7951
90241,424.37,2.7948
90247,424.37,2.7945
90254,424.37,2.7942
90260,424.37,2.7939
90266,424.37,2.7936
90273,424.37,2.7934
90279,424.37,2.7931
90285,424.37,2.7928
90292,424.37,2.7925
90298,424.37,2.7923
90305,424.37,2.792
90311,424.37,2.7917
90317,424.37,2.7914
90324,424.37,2.7912
90330,424.37,2.7909
90336,424.37,2.7906
90343,424.37,2.7903
90349,424.37,2.79
90355,424.37,2.7898
90362,424.37,2.7895
90368,424.37,2.7892
90374,424.37,2.7889
90381,424.37,2.7886
90387,424.37,2.7884
90393,424.37,2.7881
90400,424.37,2.7878
90406,424.37,2.7875
90413,424.37,2.7872
90419,424.37,2.787
90425,424.37,2.7867
90432,424.37,2.7864
90438,424.37,2.7861
90444,424.37,2.7859
90451,424.37,2.7856
90457,424.37,2.7853
90463,424.37,2.785
90470,424.37,2.7847
90476,424.37,2.7845
90482,424.37,2.7842
90489,424.37,2.7839
90495,424.37,2.7836
90501,424.37,2.7834
90508,424.37,2.7831
90514,424.37,2.7828
90520,424.37,2.7825
90527,424.37,2.7822
90533,424.37,2.782
90539,424.37,2.7817
90546,424.37,2.7814
90552,424.37,2.7811
90558,424.37,2.7808
90565,424.37,2.7806
90571,424.37,2.7803
90577,424.37,2.78
