% Altitude (m),CG location (cm),Mach number
74637,424.37,3.2703
74645,424.37,3.2702
74653,424.37,3.27
74661,424.37,3.2698
74668,424.37,3.2697
74676,424.37,3.2695
74684,424.37,3.2693
74692,424.37,3.2692
74699,424.37,3.269
74707,424.37,3.2689
74715,424.37,3.2687
74723,424.37,3.2685
74730,424.37,3.2684
74738,424.37,3.2682
74746,424.37,3.268
74754,424.37,3.2679
74761,424.37,3.2677
74769,424.37,3.2675
74777,424.37,3.2674
74785,424.37,3.2672
74792,424.37,3.2671
74800,424.37,3.2669
74808,424.37,3.2667
74816,424.37,3.2666
74823,424.37,3.2664
74831,424.37,3.2662
74839,424.37,3.2661
74847,424.37,3.2659
74854,424.37,3.2658
74862,424.37,3.2656
74870,424.37,3.2654
74878,424.37,3.2653
74885,424.37,3.2651
74893,424.37,3.2649
74901,424.37,3.2648
74909,424.37,3.2646
74916,424.37,3.2645
74924,424.37,3.2643
74932,424.37,3.2641
74940,424.37,3.264
74947,424.37,3.2638
74955,424.37,3.2637
74963,424.37,3.2635
74971,424.37,3.2633
74978,424.37,3.2632
74986,424.37,3.263
74994,424.37,3.2628
75001,424.37,3.2627
75009,424.37,3.2625
75017,424.37,3.2624
75025,424.37,3.2622
75032,424.37,3.262
75040,424.37,3.2619
75048,424.37,3.2617
75056,424.37,3.2615
75063,424.37,3.2614
75071,424.37,3.2612
75079,424.37,3.261
75087,424.37,3.2609
75094,424.37,3.2607
75102,424.37,3.2606
75110,424.37,3.2604
75117,424.37,3.2602
75125,424.37,3.2601
75133,424.37,3.2599
75141,424.37,3.2597
75148,424.37,3.2596
75156,424.37,3.2594
75164,424.37,3.2592
75171,424.37,3.2591
75179,424.37,3.2589
75187,424.37,3.2588
75195,424.37,3.2586
75202,424.37,3.2584
75210,424.37,3.2583
75218,424.37,3.2581
75225,424.37,3.2579
75233,424.37,3.2578
75241,424.37,3.2576
75249,424.37,3.2574
75256,424.37,3.2573
75264,424.37,3.2571
75272,424.37,3.2569
75279,424.37,3.2568
75287,424.37,3.2566
75295,424.37,3.2565
75303,424.37,3.2563
75310,424.37,3.2561
75318,424.37,3.256
75326,424.37,3.2558
75333,424.37,3.2556
75341,424.37,3.2555
75349,424.37,3.2553
75357,424.37,3.2551
75364,424.37,3.255
75372,424.37,3.2548
75380,424.37,3.2546
75387,424.37,3.2545
75395,424.37,3.2543
75403,424.37,3.2541
75410,424.37,3.254
75418,424.37,3.2538
75426,424.37,3.2536
75434,424.37,3.2535
75441,424.37,3.2533
75449,424.37,3.2531
75457,424.37,3.253
75464,424.37,3.2528
75472,424.37,3.2526
75480,424.37,3.2525
75487,424.37,3.2523
75495,424.37,3.2521
75503,424.37,3.252
75511,424.37,3.2518
75518,424.37,3.2516
75526,424.37,3.2515
75534,424.37,3.2513
75541,424.37,3.2512
75549,424.37,3.251
75557,424.37,3.2508
75564,424.37,3.2507
75572,424.37,3.2505
75580,424.37,3.2503
75587,424.37,3.2502
75595,424.37,3.25
75603,424.37,3.2498
75610,424.37,3.2497
75618,424.37,3.2495
75626,424.37,3.2493
75634,424.37,3.2491
75641,424.37,3.249
75649,424.37,3.2488
75657,424.37,3.2486
75664,424.37,3.2485
75672,424.37,3.2483
75680,424.37,3.2482
75687,424.37,3.248
75695,424.37,3.2478
75703,424.37,3.2477
75710,424.37,3.2475
75718,424.37,3.2473
75726,424.37,3.2472
75733,424.37,3.247
75741,424.37,3.2469
75749,424.37,3.2467
75756,424.37,3.2465
75764,424.37,3.2464
75772,424.37,3.2462
75779,424.37,3.246
75787,424.37,3.2459
75795,424.37,3.2457
75802,424.37,3.2456
75810,424.37,3.2454
75818,424.37,3.2452
75825,424.37,3.2451
75833,424.37,3.2449
75841,424.37,3.2447
75848,424.37,3.2446
75856,424.37,3.2444
75864,424.37,3.2442
75871,424.37,3.2441
75879,424.37,3.2439
75887,424.37,3.2437
75894,424.37,3.2436
75902,424.37,3.2434
75910,424.37,3.2432
75917,424.37,3.2431
75925,424.37,3.2429
75933,424.37,3.2427
75940,424.37,3.2426
75948,424.37,3.2424
75956,424.37,3.2422
75963,424.37,3.2421
75971,424.37,3.2419
75979,424.37,3.2417
75986,424.37,3.2415
75994,424.37,3.2414
76002,424.37,3.2412
76009,424.37,3.2411
76017,424.37,3.2409
76025,424.37,3.2407
76032,424.37,3.2406
76040,424.37,3.2404
76047,424.37,3.2402
76055,424.37,3.2401
76063,424.37,3.2399
76070,424.37,3.2397
76078,424.37,3.2396
76086,424.37,3.2394
76093,424.37,3.2392
76101,424.37,3.2391
76109,424.37,3.2389
76116,424.37,3.2387
76124,424.37,3.2386
76132,424.37,3.2384
76139,424.37,3.2382
76147,424.37,3.2381
76154,424.37,3.2379
76162,424.37,3.2377
76170,424.37,3.2376
76177,424.37,3.2374
76185,424.37,3.2372
76193,424.37,3.2371
76200,424.37,3.2369
76208,424.37,3.2367
76216,424.37,3.2366
76223,424.37,3.2364
76231,424.37,3.2362
76238,424.37,3.2361
76246,424.37,3.2359
76254,424.37,3.2357
76261,424.37,3.2356
76269,424.37,3.2354
76277,424.37,3.2352
76284,424.37,3.2351
76292,424.37,3.2349
76299,424.37,3.2347
76307,424.37,3.2346
76315,424.37,3.2344
76322,424.37,3.2342
76330,424.37,3.2341
76338,424.37,3.2339
76345,424.37,3.2337
76353,424.37,3.2336
76360,424.37,3.2334
76368,424.37,3.2333
76376,424.37,3.2331
76383,424.37,3.2329
76391,424.37,3.2328
76399,424.37,3.2326
76406,424.37,3.2324
76414,424.37,3.2322
76421,424.37,3.2321
76429,424.37,3.2319
76437,424.37,3.2318
76444,424.37,3.2316
76452,424.37,3.2314
76460,424.37,3.2313
76467,424.37,3.2311
76475,424.37,3.2309
76482,424.37,3.2308
76490,424.37,3.2306
76498,424.37,3.2304
76505,424.37,3.2303
76513,424.37,3.2301
76520,424.37,3.23
76528,424.37,3.2298
76536,424.37,3.2296
76543,424.37,3.2294
76551,424.37,3.2293
76558,424.37,3.2291
76566,424.37,3.2289
76574,424.37,3.2288
76581,424.37,3.2286
76589,424.37,3.2284
76596,424.37,3.2283
76604,424.37,3.2281
76612,424.37,3.2279
76619,424.37,3.2278
76627,424.37,3.2276
76634,424.37,3.2275
76642,424.37,3.2273
76650,424.37,3.2271
76657,424.37,3.227
76665,424.37,3.2268
76672,424.37,3.2266
76680,424.37,3.2265
76688,424.37,3.2263
76695,424.37,3.2262
76703,424.37,3.226
76710,424.37,3.2258
76718,424.37,3.2256
76726,424.37,3.2255
76733,424.37,3.2253
76741,424.37,3.2251
76748,424.37,3.225
76756,424.37,3.2248
76764,424.37,3.2246
76771,424.37,3.2245
76779,424.37,3.2243
76786,424.37,3.2241
76794,424.37,3.224
76801,424.37,3.2238
76809,424.37,3.2236
76817,424.37,3.2235
76824,424.37,3.2233
76832,424.37,3.2231
76839,424.37,3.223
76847,424.37,3.2228
76855,424.37,3.2226
76862,424.37,3.2225
76870,424.37,3.2223
76877,424.37,3.2221
76885,424.37,3.222
76892,424.37,3.2218
76900,424.37,3.2216
76908,424.37,3.2215
76915,424.37,3.2213
76923,424.37,3.2211
76930,424.37,3.2209
76938,424.37,3.2208
76946,424.37,3.2206
76953,424.37,3.2204
76961,424.37,3.2203
76968,424.37,3.2201
76976,424.37,3.2199
76983,424.37,3.2197
76991,424.37,3.2196
76998,424.37,3.2194
77006,424.37,3.2192
77014,424.37,3.2191
77021,424.37,3.2189
77029,424.37,3.2187
77036,424.37,3.2186
77044,424.37,3.2184
77051,424.37,3.2183
77059,424.37,3.2181
77067,424.37,3.2179
77074,424.37,3.2177
77082,424.37,3.2176
77089,424.37,3.2174
77097,424.37,3.2172
77104,424.37,3.2171
77112,424.37,3.2169
77120,424.37,3.2167
77127,424.37,3.2165
77135,424.37,3.2164
77142,424.37,3.2162
77150,424.37,3.216
77157,424.37,3.2159
77165,424.37,3.2157
77172,424.37,3.2155
77180,424.37,3.2154
77188,424.37,3.2152
77195,424.37,3.215
77203,424.37,3.2149
77210,424.37,3.2147
77218,424.37,3.2145
77225,424.37,3.2144
77233,424.37,3.2142
77240,424.37,3.214
77248,424.37,3.2138
77255,424.37,3.2137
77263,424.37,3.2135
77271,424.37,3.2133
77278,424.37,3.2132
77286,424.37,3.213
77293,424.37,3.2128
77301,424.37,3.2127
77308,424.37,3.2125
77316,424.37,3.2123
77323,424.37,3.2121
77331,424.37,3.212
77338,424.37,3.2118
77346,424.37,3.2116
77354,424.37,3.2115
77361,424.37,3.2113
77369,424.37,3.2111
77376,424.37,3.211
77384,424.37,3.2108
77391,424.37,3.2106
77399,424.37,3.2104
77406,424.37,3.2103
77414,424.37,3.2101
77421,424.37,3.2099
77429,424.37,3.2098
77436,424.37,3.2096
77444,424.37,3.2094
77451,424.37,3.2093
77459,424.37,3.2091
77467,424.37,3.2089
77474,424.37,3.2088
77482,424.37,3.2086
77489,424.37,3.2084
77497,424.37,3.2083
77504,424.37,3.2081
77512,424.37,3.2079
77519,424.37,3.2078
77527,424.37,3.2076
77534,424.37,3.2074
77542,424.37,3.2073
77549,424.37,3.2071
77557,424.37,3.2069
77564,424.37,3.2067
77572,424.37,3.2066
77579,424.37,3.2064
77587,424.37,3.2062
77594,424.37,3.2061
77602,424.37,3.2059
77609,424.37,3.2057
77617,424.37,3.2055
77625,424.37,3.2054
77632,424.37,3.2052
77640,424.37,3.205
77647,424.37,3.2049
77655,424.37,3.2047
77662,424.37,3.2046
77670,424.37,3.2044
77677,424.37,3.2042
77685,424.37,3.204
77692,424.37,3.2039
77700,424.37,3.2037
77707,424.37,3.2035
77715,424.37,3.2034
77722,424.37,3.2032
77730,424.37,3.203
77737,424.37,3.2029
77745,424.37,3.2027
77752,424.37,3.2025
77760,424.37,3.2024
77767,424.37,3.2022
77775,424.37,3.202
77782,424.37,3.2018
77790,424.37,3.2017
77797,424.37,3.2015
77805,424.37,3.2013
77812,424.37,3.2012
77820,424.37,3.201
77827,424.37,3.2008
77835,424.37,3.2007
77842,424.37,3.2005
77850,424.37,3.2003
77857,424.37,3.2002
77865,424.37,3.2
77872,424.37,3.1998
77880,424.37,3.1996
77887,424.37,3.1995
77895,424.37,3.1993
77902,424.37,3.1991
77910,424.37,3.1989
77917,424.37,3.1988
77925,424.37,3.1986
77932,424.37,3.1984
77940,424.37,3.1983
77947,424.37,3.1981
77955,424.37,3.1979
77962,424.37,3.1977
77970,424.37,3.1976
77977,424.37,3.1974
77985,424.37,3.1972
77992,424.37,3.197
78000,424.37,3.1969
78007,424.37,3.1967
78014,424.37,3.1965
78022,424.37,3.1964
78029,424.37,3.1962
78037,424.37,3.196
78044,424.37,3.1959
78052,424.37,3.1957
78059,424.37,3.1955
78067,424.37,3.1953
78074,424.37,3.1952
78082,424.37,3.195
78089,424.37,3.1948
78097,424.37,3.1947
78104,424.37,3.1945
78112,424.37,3.1943
78119,424.37,3.1942
78127,424.37,3.194
78134,424.37,3.1938
78142,424.37,3.1937
78149,424.37,3.1935
78157,424.37,3.1933
78164,424.37,3.1932
78172,424.37,3.193
78179,424.37,3.1928
78186,424.37,3.1927
78194,424.37,3.1925
78201,424.37,3.1923
78209,424.37,3.1921
78216,424.37,3.192
78224,424.37,3.1918
78231,424.37,3.1916
78239,424.37,3.1914
78246,424.37,3.1913
78254,424.37,3.1911
78261,424.37,3.1909
78269,424.37,3.1907
78276,424.37,3.1906
78283,424.37,3.1904
78291,424.37,3.1902
78298,424.37,3.1901
78306,424.37,3.1899
78313,424.37,3.1897
78321,424.37,3.1895
78328,424.37,3.1894
78336,424.37,3.1892
78343,424.37,3.189
78351,424.37,3.1889
78358,424.37,3.1887
78366,424.37,3.1885
78373,424.37,3.1883
78380,424.37,3.1882
78388,424.37,3.188
78395,424.37,3.1878
78403,424.37,3.1876
78410,424.37,3.1875
78418,424.37,3.1873
78425,424.37,3.1871
78433,424.37,3.187
78440,424.37,3.1868
78447,424.37,3.1866
78455,424.37,3.1864
78462,424.37,3.1863
78470,424.37,3.1861
78477,424.37,3.1859
78485,424.37,3.1857
78492,424.37,3.1856
78500,424.37,3.1854
78507,424.37,3.1852
78514,424.37,3.1851
78522,424.37,3.1849
78529,424.37,3.1847
78537,424.37,3.1845
78544,424.37,3.1844
78552,424.37,3.1842
78559,424.37,3.184
78567,424.37,3.1839
78574,424.37,3.1837
78581,424.37,3.1835
78589,424.37,3.1834
78596,424.37,3.1832
78604,424.37,3.183
78611,424.37,3.1828
78619,424.37,3.1827
78626,424.37,3.1825
78633,424.37,3.1823
78641,424.37,3.1822
78648,424.37,3.182
78656,424.37,3.1818
78663,424.37,3.1817
78671,424.37,3.1815
78678,424.37,3.1813
78685,424.37,3.1811
78693,424.37,3.181
78700,424.37,3.1808
78708,424.37,3.1806
78715,424.37,3.1805
78723,424.37,3.1803
78730,424.37,3.1801
78737,424.37,3.1799
78745,424.37,3.1798
78752,424.37,3.1796
78760,424.37,3.1794
78767,424.37,3.1792
78774,424.37,3.1791
78782,424.37,3.1789
78789,424.37,3.1787
78797,424.37,3.1786
78804,424.37,3.1784
78812,424.37,3.1782
78819,424.37,3.178
78826,424.37,3.1779
78834,424.37,3.1777
78841,424.37,3.1775
78849,424.37,3.1773
78856,424.37,3.1772
78863,424.37,3.177
78871,424.37,3.1768
78878,424.37,3.1767
78886,424.37,3.1765
78893,424.37,3.1763
78900,424.37,3.1761
78908,424.37,3.176
78915,424.37,3.1758
78923,424.37,3.1756
78930,424.37,3.1754
78938,424.37,3.1753
78945,424.37,3.1751
78952,424.37,3.1749
78960,424.37,3.1748
78967,424.37,3.1746
78975,424.37,3.1744
78982,424.37,3.1742
78989,424.37,3.1741
78997,424.37,3.1739
79004,424.37,3.1737
79012,424.37,3.1736
79019,424.37,3.1734
79026,424.37,3.1732
79034,424.37,3.173
79041,424.37,3.1729
79049,424.37,3.1727
79056,424.37,3.1725
79063,424.37,3.1724
79071,424.37,3.1722
79078,424.37,3.172
79085,424.37,3.1718
79093,424.37,3.1717
79100,424.37,3.1715
79108,424.37,3.1713
79115,424.37,3.1711
79122,424.37,3.171
79130,424.37,3.1708
79137,424.37,3.1706
79145,424.37,3.1704
79152,424.37,3.1703
79159,424.37,3.1701
79167,424.37,3.1699
79174,424.37,3.1697
79182,424.37,3.1696
79189,424.37,3.1694
79196,424.37,3.1692
79204,424.37,3.169
79211,424.37,3.1689
79218,424.37,3.1687
79226,424.37,3.1685
79233,424.37,3.1683
79241,424.37,3.1682
79248,424.37,3.168
79255,424.37,3.1678
79263,424.37,3.1676
79270,424.37,3.1675
79277,424.37,3.1673
79285,424.37,3.1671
79292,424.37,3.1669
79300,424.37,3.1667
79307,424.37,3.1666
79314,424.37,3.1664
79322,424.37,3.1662
79329,424.37,3.1661
79336,424.37,3.1659
79344,424.37,3.1657
79351,424.37,3.1655
79359,424.37,3.1654
79366,424.37,3.1652
79373,424.37,3.165
79381,424.37,3.1648
79388,424.37,3.1647
79395,424.37,3.1645
79403,424.37,3.1643
79410,424.37,3.1641
79417,424.37,3.164
79425,424.37,3.1638
79432,424.37,3.1636
79440,424.37,3.1634
79447,424.37,3.1633
79454,424.37,3.1631
79462,424.37,3.1629
79469,424.37,3.1628
79476,424.37,3.1626
79484,424.37,3.1624
79491,424.37,3.1622
79498,424.37,3.1621
79506,424.37,3.1619
79513,424.37,3.1617
79521,424.37,3.1615
79528,424.37,3.1614
79535,424.37,3.1612
79543,424.37,3.161
79550,424.37,3.1608
79557,424.37,3.1607
79565,424.37,3.1605
79572,424.37,3.1603
79579,424.37,3.1602
79587,424.37,3.16
79594,424.37,3.1598
79601,424.37,3.1596
79609,424.37,3.1595
79616,424.37,3.1593
79623,424.37,3.1591
79631,424.37,3.1589
79638,424.37,3.1588
79645,424.37,3.1586
79653,424.37,3.1584
79660,424.37,3.1583
79667,424.37,3.1581
79675,424.37,3.1579
79682,424.37,3.1577
79689,424.37,3.1576
79697,424.37,3.1574
79704,424.37,3.1572
79712,424.37,3.157
79719,424.37,3.1569
79726,424.37,3.1567
79734,424.37,3.1565
79741,424.37,3.1563
79748,424.37,3.1562
79756,424.37,3.156
79763,424.37,3.1558
79770,424.37,3.1556
79778,424.37,3.1555
79785,424.37,3.1553
79792,424.37,3.1551
79800,424.37,3.155
79807,424.37,3.1548
79814,424.37,3.1546
79821,424.37,3.1544
79829,424.37,3.1542
79836,424.37,3.1541
79843,424.37,3.1539
79851,424.37,3.1537
79858,424.37,3.1535
79865,424.37,3.1533
79873,424.37,3.1532
79880,424.37,3.153
79887,424.37,3.1528
79895,424.37,3.1526
79902,424.37,3.1525
79909,424.37,3.1523
79917,424.37,3.1521
79924,424.37,3.1519
79931,424.37,3.1518
79939,424.37,3.1516
79946,424.37,3.1514
79953,424.37,3.1512
79961,424.37,3.1511
79968,424.37,3.1509
79975,424.37,3.1507
79983,424.37,3.1505
79990,424.37,3.1504
79997,424.37,3.1502
80005,424.37,3.15
80012,424.37,3.1498
80019,424.37,3.1497
80026,424.37,3.1495
80034,424.37,3.1493
80041,424.37,3.1491
80048,424.37,3.149
80056,424.37,3.1488
80063,424.37,3.1486
80070,424.37,3.1484
80078,424.37,3.1483
80085,424.37,3.1481
80092,424.37,3.1479
80100,424.37,3.1478
80107,424.37,3.1476
80114,424.37,3.1474
80121,424.37,3.1472
80129,424.37,3.147
80136,424.37,3.1469
80143,424.37,3.1467
80151,424.37,3.1465
80158,424.37,3.1463
80165,424.37,3.1461
80173,424.37,3.146
80180,424.37,3.1458
80187,424.37,3.1456
80194,424.37,3.1454
80202,424.37,3.1453
80209,424.37,3.1451
80216,424.37,3.1449
80224,424.37,3.1447
80231,424.37,3.1445
80238,424.37,3.1444
80245,424.37,3.1442
80253,424.37,3.144
80260,424.37,3.1438
80267,424.37,3.1437
80275,424.37,3.1435
80282,424.37,3.1433
80289,424.37,3.1431
80297,424.37,3.143
80304,424.37,3.1428
80311,424.37,3.1426
80318,424.37,3.1424
80326,424.37,3.1423
80333,424.37,3.1421
80340,424.37,3.1419
80347,424.37,3.1417
80355,424.37,3.1416
80362,424.37,3.1414
80369,424.37,3.1412
80377,424.37,3.141
80384,424.37,3.1409
80391,424.37,3.1407
80398,424.37,3.1405
80406,424.37,3.1403
80413,424.37,3.1401
80420,424.37,3.14
80428,424.37,3.1398
80435,424.37,3.1396
80442,424.37,3.1394
80449,424.37,3.1393
80457,424.37,3.1391
80464,424.37,3.1389
80471,424.37,3.1387
80478,424.37,3.1386
80486,424.37,3.1384
80493,424.37,3.1382
80500,424.37,3.138
80508,424.37,3.1379
80515,424.37,3.1377
80522,424.37,3.1375
80529,424.37,3.1373
80537,424.37,3.1371
80544,424.37,3.137
80551,424.37,3.1368
80558,424.37,3.1366
80566,424.37,3.1364
80573,424.37,3.1362
80580,424.37,3.1361
80587,424.37,3.1359
80595,424.37,3.1357
80602,424.37,3.1355
80609,424.37,3.1354
80617,424.37,3.1352
80624,424.37,3.135
80631,424.37,3.1348
80638,424.37,3.1346
80646,424.37,3.1345
80653,424.37,3.1343
80660,424.37,3.1341
80667,424.37,3.1339
80675,424.37,3.1338
80682,424.37,3.1336
80689,424.37,3.1334
80696,424.37,3.1332
80704,424.37,3.133
80711,424.37,3.1329
80718,424.37,3.1327
80725,424.37,3.1325
80733,424.37,3.1323
80740,424.37,3.1322
80747,424.37,3.132
80754,424.37,3.1318
80762,424.37,3.1316
80769,424.37,3.1315
80776,424.37,3.1313
80783,424.37,3.1311
80791,424.37,3.1309
80798,424.37,3.1307
80805,424.37,3.1306
80812,424.37,3.1304
80820,424.37,3.1302
80827,424.37,3.13
80834,424.37,3.1299
80841,424.37,3.1297
80848,424.37,3.1295
80856,424.37,3.1293
80863,424.37,3.1291
80870,424.37,3.129
80877,424.37,3.1288
80885,424.37,3.1286
80892,424.37,3.1284
80899,424.37,3.1283
80906,424.37,3.1281
80914,424.37,3.1279
80921,424.37,3.1277
80928,424.37,3.1275
80935,424.37,3.1274
80943,424.37,3.1272
80950,424.37,3.127
80957,424.37,3.1268
80964,424.37,3.1267
80971,424.37,3.1265
80979,424.37,3.1263
80986,424.37,3.1261
80993,424.37,3.126
81000,424.37,3.1258
81008,424.37,3.1256
81015,424.37,3.1254
81022,424.37,3.1253
81029,424.37,3.1251
81036,424.37,3.1249
81044,424.37,3.1247
81051,424.37,3.1245
81058,424.37,3.1244
81065,424.37,3.1242
81073,424.37,3.124
81080,424.37,3.1238
81087,424.37,3.1237
81094,424.37,3.1235
81101,424.37,3.1233
81109,424.37,3.1231
81116,424.37,3.1229
81123,424.37,3.1228
81130,424.37,3.1226
81138,424.37,3.1224
81145,424.37,3.1222
81152,424.37,3.122
81159,424.37,3.1219
81166,424.37,3.1217
81174,424.37,3.1215
81181,424.37,3.1213
81188,424.37,3.1211
81195,424.37,3.121
81202,424.37,3.1208
81210,424.37,3.1206
81217,424.37,3.1204
81224,424.37,3.1203
81231,424.37,3.1201
81238,424.37,3.1199
81246,424.37,3.1197
81253,424.37,3.1195
81260,424.37,3.1194
81267,424.37,3.1192
81274,424.37,3.119
81282,424.37,3.1188
81289,424.37,3.1187
81296,424.37,3.1185
81303,424.37,3.1183
81310,424.37,3.1181
81318,424.37,3.1179
81325,424.37,3.1178
81332,424.37,3.1176
81339,424.37,3.1174
81346,424.37,3.1172
81354,424.37,3.117
81361,424.37,3.1169
81368,424.37,3.1167
81375,424.37,3.1165
81382,424.37,3.1163
81390,424.37,3.1162
81397,424.37,3.116
81404,424.37,3.1158
81411,424.37,3.1156
81418,424.37,3.1154
81426,424.37,3.1153
81433,424.37,3.1151
81440,424.37,3.1149
81447,424.37,3.1147
81454,424.37,3.1146
81462,424.37,3.1144
81469,424.37,3.1142
81476,424.37,3.114
81483,424.37,3.1138
81490,424.37,3.1137
81497,424.37,3.1135
81505,424.37,3.1133
81512,424.37,3.1131
81519,424.37,3.1129
81526,424.37,3.1128
81533,424.37,3.1126
81541,424.37,3.1124
81548,424.37,3.1122
81555,424.37,3.112
81562,424.37,3.1119
81569,424.37,3.1117
81576,424.37,3.1115
81584,424.37,3.1113
81591,424.37,3.1111
81598,424.37,3.1109
81605,424.37,3.1108
81612,424.37,3.1106
81619,424.37,3.1104
81627,424.37,3.1102
81634,424.37,3.11
81641,424.37,3.1099
81648,424.37,3.1097
81655,424.37,3.1095
81662,424.37,3.1093
81670,424.37,3.1091
81677,424.37,3.1089
81684,424.37,3.1088
81691,424.37,3.1086
81698,424.37,3.1084
81705,424.37,3.1082
81713,424.37,3.108
81720,424.37,3.1078
81727,424.37,3.1077
81734,424.37,3.1075
81741,424.37,3.1073
81748,424.37,3.1071
81756,424.37,3.1069
81763,424.37,3.1067
81770,424.37,3.1066
81777,424.37,3.1064
81784,424.37,3.1062
81791,424.37,3.106
81799,424.37,3.1059
81806,424.37,3.1057
81813,424.37,3.1055
81820,424.37,3.1053
81827,424.37,3.1051
81834,424.37,3.105
81841,424.37,3.1048
81849,424.37,3.1046
81856,424.37,3.1044
81863,424.37,3.1042
81870,424.37,3.1041
81877,424.37,3.1039
81884,424.37,3.1037
81891,424.37,3.1035
81899,424.37,3.1033
81906,424.37,3.1032
81913,424.37,3.103
81920,424.37,3.1028
81927,424.37,3.1026
81934,424.37,3.1024
81941,424.37,3.1022
81949,424.37,3.1021
81956,424.37,3.1019
81963,424.37,3.1017
81970,424.37,3.1015
81977,424.37,3.1013
81984,424.37,3.1012
81991,424.37,3.101
81999,424.37,3.1008
82006,424.37,3.1006
82013,424.37,3.1004
82020,424.37,3.1003
82027,424.37,3.1001
82034,424.37,3.0999
82041,424.37,3.0997
82049,424.37,3.0995
82056,424.37,3.0994
82063,424.37,3.0992
82070,424.37,3.099
82077,424.37,3.0988
82084,424.37,3.0986
82091,424.37,3.0985
82098,424.37,3.0983
82106,424.37,3.0981
82113,424.37,3.0979
82120,424.37,3.0977
82127,424.37,3.0976
82134,424.37,3.0974
82141,424.37,3.0972
82148,424.37,3.097
82155,424.37,3.0968
82163,424.37,3.0967
82170,424.37,3.0965
82177,424.37,3.0963
82184,424.37,3.0961
82191,424.37,3.0959
82198,424.37,3.0957
82205,424.37,3.0956
82212,424.37,3.0954
82220,424.37,3.0952
82227,424.37,3.095
82234,424.37,3.0948
82241,424.37,3.0947
82248,424.37,3.0945
82255,424.37,3.0943
82262,424.37,3.0941
82269,424.37,3.0939
82276,424.37,3.0938
82284,424.37,3.0936
82291,424.37,3.0934
82298,424.37,3.0932
82305,424.37,3.093
82312,424.37,3.0928
82319,424.37,3.0927
82326,424.37,3.0925
82333,424.37,3.0923
82340,424.37,3.0921
82348,424.37,3.0919
82355,424.37,3.0917
82362,424.37,3.0916
82369,424.37,3.0914
82376,424.37,3.0912
82383,424.37,3.091
82390,424.37,3.0908
82397,424.37,3.0906
82404,424.37,3.0905
82412,424.37,3.0903
82419,424.37,3.0901
82426,424.37,3.0899
82433,424.37,3.0897
82440,424.37,3.0896
82447,424.37,3.0894
82454,424.37,3.0892
82461,424.37,3.089
82468,424.37,3.0888
82475,424.37,3.0886
82482,424.37,3.0885
82490,424.37,3.0883
82497,424.37,3.0881
82504,424.37,3.0879
82511,424.37,3.0877
82518,424.37,3.0875
82525,424.37,3.0874
82532,424.37,3.0872
82539,424.37,3.087
82546,424.37,3.0868
82553,424.37,3.0866
82560,424.37,3.0864
82568,424.37,3.0863
82575,424.37,3.0861
82582,424.37,3.0859
82589,424.37,3.0857
82596,424.37,3.0855
82603,424.37,3.0854
82610,424.37,3.0852
82617,424.37,3.085
82624,424.37,3.0848
82631,424.37,3.0846
82638,424.37,3.0845
82645,424.37,3.0843
82653,424.37,3.0841
82660,424.37,3.0839
82667,424.37,3.0837
82674,424.37,3.0835
82681,424.37,3.0833
82688,424.37,3.0832
82695,424.37,3.083
82702,424.37,3.0828
82709,424.37,3.0826
82716,424.37,3.0824
82723,424.37,3.0823
82730,424.37,3.0821
82737,424.37,3.0819
82745,424.37,3.0817
82752,424.37,3.0815
82759,424.37,3.0813
82766,424.37,3.0811
82773,424.37,3.081
82780,424.37,3.0808
82787,424.37,3.0806
82794,424.37,3.0804
82801,424.37,3.0802
82808,424.37,3.08
82815,424.37,3.0799
82822,424.37,3.0797
82829,424.37,3.0795
82836,424.37,3.0793
82843,424.37,3.0791
82851,424.37,3.0789
82858,424.37,3.0788
82865,424.37,3.0786
82872,424.37,3.0784
82879,424.37,3.0782
82886,424.37,3.0781
82893,424.37,3.0779
82900,424.37,3.0777
82907,424.37,3.0775
82914,424.37,3.0773
82921,424.37,3.0771
82928,424.37,3.0769
82935,424.37,3.0768
82942,424.37,3.0766
82949,424.37,3.0764
82956,424.37,3.0762
82963,424.37,3.076
82970,424.37,3.0758
82978,424.37,3.0757
82985,424.37,3.0755
82992,424.37,3.0753
82999,424.37,3.0751
83006,424.37,3.0749
83013,424.37,3.0747
83020,424.37,3.0746
83027,424.37,3.0744
83034,424.37,3.0742
83041,424.37,3.074
83048,424.37,3.0738
83055,424.37,3.0736
83062,424.37,3.0735
83069,424.37,3.0733
83076,424.37,3.0731
83083,424.37,3.0729
83090,424.37,3.0728
83097,424.37,3.0726
83104,424.37,3.0724
83111,424.37,3.0722
83118,424.37,3.072
83125,424.37,3.0718
83132,424.37,3.0716
83140,424.37,3.0715
83147,424.37,3.0713
83154,424.37,3.0711
83161,424.37,3.0709
83168,424.37,3.0707
83175,424.37,3.0705
83182,424.37,3.0704
83189,424.37,3.0702
83196,424.37,3.07
83203,424.37,3.0698
83210,424.37,3.0696
83217,424.37,3.0694
83224,424.37,3.0693
83231,424.37,3.0691
83238,424.37,3.0689
83245,424.37,3.0687
83252,424.37,3.0685
83259,424.37,3.0683
83266,424.37,3.0682
83273,424.37,3.068
83280,424.37,3.0678
83287,424.37,3.0676
83294,424.37,3.0674
83301,424.37,3.0672
83308,424.37,3.067
